SeniorCitizen,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Total_Services,Is_Solo,Is_Auto_Pay,Short_Contract,Charge_Spike
0,2,DSL,No,Yes,No,No,No,No,Yes,Mailed check,50.3,92.75,0,1,1,0,1,3.948175912043972
0,2,Fiber optic,Yes,No,No,Yes,No,No,Yes,Electronic check,80.15,194.55,0,2,0,0,1,-17.0763868065967
0,12,DSL,No,Yes,No,No,No,No,Yes,Electronic check,51.25,612.1,0,1,0,0,1,0.24591700691608764
1,68,Fiber optic,No,Yes,No,No,No,Yes,Yes,Bank transfer (automatic),89.6,6127.6,1,2,0,1,1,-0.5104395523595286
0,69,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Credit card (automatic),95.2,6671.7,0,3,0,1,0,-1.4899030448833912
1,56,Fiber optic,Yes,No,No,No,Yes,Yes,No,Credit card (automatic),94.8,5264.3,0,3,0,1,0,0.7963214942590184
1,4,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,80.25,303.7,0,1,1,0,1,4.343976505873542
0,64,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),76.1,4818.8,0,4,0,1,0,0.8074264464617755
0,59,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,110.15,6448.05,1,5,0,0,0,0.8628692734021399
0,62,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),115.55,7159.05,0,6,0,1,0,0.08331397880678537
0,63,No,No,No,No,No,No,No,No,Credit card (automatic),24.65,1574.5,0,0,0,1,0,-0.341666798939702
0,53,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic check,53.6,2879.2,0,5,1,0,0,-0.723503330125844
0,5,No,No,No,No,No,No,No,No,Mailed check,19.45,86.05,0,0,0,0,1,2.243441311737655
1,49,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Electronic check,88.2,4159.45,0,3,0,0,1,3.314997653109117
0,62,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),101.15,6638.35,0,3,0,1,0,-5.918434380090645
0,55,DSL,Yes,Yes,No,Yes,No,No,No,Mailed check,56.8,3112.05,0,3,0,0,0,0.21830148542753136
1,71,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic check,99.4,7168.25,0,5,0,0,0,-1.5598456359769415
0,72,No,No,No,No,No,No,No,Yes,Credit card (automatic),20.1,1326.25,0,0,0,1,0,1.6801169428202414
0,36,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),60.7,2234.55,0,5,0,1,0,-1.3691091914113542
0,25,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),20.95,495.15,0,0,0,1,0,1.1447922083116673
1,72,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),114.85,8317.95,0,6,0,1,0,-0.6754788127942817
0,36,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),19.25,679.8,0,0,1,1,0,0.367191189133635
0,1,DSL,No,No,No,No,Yes,Yes,Yes,Mailed check,62.8,62.8,0,2,1,0,1,0.06273726273725799
0,72,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Electronic check,105.5,7544.0,0,4,0,0,0,0.7236774489243345
0,59,No,No,No,No,No,No,No,No,Mailed check,19.85,1188.25,0,0,0,0,0,-0.28948916120065604
1,7,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,89.5,676.7,1,2,0,0,1,-7.1576203399514355
0,1,DSL,No,No,Yes,Yes,Yes,Yes,No,Credit card (automatic),74.1,74.1,0,4,1,1,0,0.07402597402597166
0,30,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,107.5,3242.5,0,5,0,0,1,-0.5797306756441429
0,64,No,No,No,No,No,No,No,No,Mailed check,19.55,1240.15,0,0,1,0,0,0.17295901626537002
0,63,DSL,Yes,Yes,Yes,Yes,No,No,No,Bank transfer (automatic),68.8,4111.35,0,4,1,1,0,3.5415120394914226
1,72,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Credit card (automatic),84.45,5899.85,0,5,0,1,0,2.5087769614310957
0,8,Fiber optic,Yes,No,No,No,No,No,No,Electronic check,75.0,632.95,1,1,0,0,1,-4.108861392325977
0,62,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),84.5,5193.2,0,5,1,1,0,0.7400606441831599
0,67,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),111.2,7530.8,0,5,0,1,0,-1.1983224130983103
0,6,DSL,No,No,No,No,No,No,No,Electronic check,44.75,270.95,1,0,1,0,1,-0.40080819863355543
0,70,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),80.6,5460.2,0,4,0,1,0,2.5982571677547526
1,20,Fiber optic,No,No,No,No,Yes,No,No,Bank transfer (automatic),80.7,1614.2,0,1,1,1,1,-0.005964701764909819
0,5,Fiber optic,No,No,No,No,No,No,No,Electronic check,75.6,402.5,0,0,1,0,1,-4.883903219356128
0,24,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Electronic check,57.6,1367.75,0,5,0,0,0,0.6127911337027641
0,11,DSL,No,No,No,No,No,No,Yes,Electronic check,44.05,483.7,1,0,0,0,1,0.08126988455594386
0,72,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),110.6,7962.2,0,5,0,1,0,0.015424785766867899
0,66,DSL,Yes,Yes,No,Yes,No,No,Yes,Credit card (automatic),58.2,3810.8,0,3,0,1,0,0.4614808866532343
0,45,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Mailed check,81.0,3533.6,0,5,0,0,0,2.477300504433231
0,69,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.7,1396.9,0,0,0,1,0,-0.5446341357371622
1,15,Fiber optic,No,No,No,No,No,Yes,Yes,Bank transfer (automatic),85.6,1345.55,1,1,0,1,1,-4.097353509766023
0,28,DSL,No,No,Yes,No,Yes,No,Yes,Bank transfer (automatic),59.55,1646.45,0,2,1,1,1,0.7503142744901936
0,70,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),115.55,8127.6,1,6,1,1,0,-0.55691275838916
0,36,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Mailed check,75.55,2680.15,0,5,1,0,0,1.103456848420862
1,16,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,86.6,1281.0,1,1,1,0,1,6.54250359352541
0,18,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,85.2,1553.9,1,1,1,0,1,-1.1229820565524165
0,34,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,97.65,3207.55,1,2,0,0,1,3.3130687332725444
0,42,DSL,No,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),45.1,2049.05,0,3,0,1,0,-3.6857431965905647
0,48,DSL,Yes,No,No,Yes,No,Yes,Yes,Bank transfer (automatic),70.95,3629.2,0,3,1,1,0,-4.6567581925376516
0,47,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,109.55,5124.55,1,5,0,0,1,0.5193410778493899
0,39,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Electronic check,89.55,3474.45,1,3,0,0,0,0.46382272249428524
0,11,No,No,No,No,No,No,No,No,Credit card (automatic),20.9,202.3,0,0,0,1,0,2.510762657940184
0,7,No,No,No,No,No,No,No,Yes,Mailed check,19.95,147.5,0,0,1,0,1,-1.1184187973146678
0,3,No,No,No,No,No,No,No,No,Mailed check,24.6,86.35,0,0,1,0,1,-4.173742085971341
0,8,DSL,Yes,No,Yes,No,No,Yes,Yes,Electronic check,66.7,579.0,0,3,1,0,1,-5.6659542557180345
0,1,No,No,No,No,No,No,No,Yes,Mailed check,19.45,19.45,1,0,0,0,1,0.019430569430568312
0,32,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Mailed check,94.8,3131.55,0,4,0,0,0,-3.057879441267474
0,60,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),65.85,3928.3,0,4,0,1,0,0.37942450959150165
0,10,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),19.95,187.75,0,0,0,1,1,1.176877312268772
0,71,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),24.65,1710.15,0,0,0,1,0,0.5637195250771114
0,4,No,No,No,No,No,No,No,No,Mailed check,20.35,76.35,1,0,0,0,1,1.2672706823294213
1,1,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.25,69.25,1,0,1,0,1,0.06918081918081498
0,43,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Bank transfer (automatic),51.25,2151.6,0,4,0,1,0,1.2139543266435666
0,59,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),99.5,5961.1,1,3,0,1,0,-1.533880781681674
0,23,DSL,No,No,Yes,Yes,No,No,No,Electronic check,54.25,1221.55,0,2,0,0,1,1.1414395026303268
0,72,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.4,1496.45,0,0,0,1,0,-1.3837391147345173
0,22,DSL,Yes,No,No,Yes,No,No,Yes,Credit card (automatic),56.25,1292.2,0,2,0,1,0,-2.4836939230035
0,1,DSL,No,No,No,No,No,No,Yes,Mailed check,25.15,25.15,0,0,1,0,1,0.025124875124873824
0,69,No,No,No,No,No,No,No,No,Bank transfer (automatic),23.95,1713.1,0,0,1,1,0,-0.8771764177330752
0,50,DSL,Yes,No,No,Yes,No,No,Yes,Mailed check,35.4,1748.9,0,2,1,0,0,0.42269954600907766
1,1,DSL,No,No,No,No,No,No,Yes,Electronic check,25.2,25.2,1,0,1,0,1,0.0251748251748225
0,2,DSL,No,No,No,No,No,No,Yes,Mailed check,45.0,96.45,1,0,1,0,1,-3.2008995502248894
0,15,Fiber optic,No,Yes,No,No,No,No,No,Bank transfer (automatic),75.35,1114.55,0,1,0,1,1,1.0516198920071957
0,31,No,No,No,No,No,No,No,No,Bank transfer (automatic),20.4,609.1,0,0,1,1,0,0.7522467017192973
0,1,No,No,No,No,No,No,No,No,Mailed check,20.15,20.15,1,0,1,0,1,0.020129870129867555
0,66,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),105.0,7133.25,1,4,0,1,1,-3.0779079104862035
0,3,DSL,No,No,No,No,Yes,No,Yes,Credit card (automatic),54.7,169.45,1,1,0,1,1,-1.7645118293902016
0,8,No,No,No,No,No,No,No,No,Mailed check,20.0,141.6,0,0,1,0,0,2.302212223472065
0,64,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),73.05,4688.65,0,4,0,1,0,-0.2090115779440822
0,28,No,No,No,No,No,No,No,No,Mailed check,20.5,563.05,0,0,0,0,1,0.3917895789436123
0,57,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),100.75,5985.0,0,3,0,1,0,-4.24815792705391
0,14,Fiber optic,No,No,Yes,No,No,Yes,Yes,Electronic check,87.25,1258.6,1,2,0,0,1,-2.643579030069276
0,19,No,No,No,No,No,No,No,Yes,Mailed check,19.95,373.5,0,0,1,0,0,0.2931398347455385
0,10,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,79.95,857.2,1,1,0,0,1,-5.761428857114296
0,51,DSL,No,Yes,No,No,Yes,Yes,Yes,Electronic check,49.65,2553.35,0,3,0,0,1,-0.4147046136350312
0,67,DSL,Yes,Yes,Yes,No,No,No,No,Mailed check,65.65,4322.85,0,3,0,0,0,1.1308137191982297
0,11,No,No,No,No,No,No,No,Yes,Electronic check,20.45,250.8,0,0,0,0,1,-2.3479274611399
0,72,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),60.95,4549.05,0,5,0,1,0,-2.2303724948264545
0,66,No,No,No,No,No,No,No,Yes,Electronic check,20.35,1359.5,0,0,0,0,0,-0.24817275495825442
0,18,Fiber optic,No,No,No,Yes,Yes,No,Yes,Electronic check,88.35,1639.3,1,2,1,0,1,-2.71716293539248
0,9,No,No,No,No,No,No,No,Yes,Electronic check,19.5,178.85,0,0,1,0,1,-0.3700144428396861
0,9,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),75.2,633.85,0,0,1,1,1,4.7800466614820465
0,48,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),111.45,5315.1,0,5,0,1,1,0.7210568529822154
0,10,Fiber optic,No,No,No,No,No,No,No,Mailed check,70.15,735.5,0,0,1,0,1,-3.3926457354264556
0,9,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94.75,889.9,1,2,1,0,1,-4.116792578602386
1,13,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,95.05,1290.0,1,2,1,0,1,-4.173136681793721
0,4,Fiber optic,No,Yes,No,No,No,No,No,Electronic check,78.45,330.05,1,1,1,0,1,-4.041877030742313
0,4,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.2,237.95,1,0,1,0,1,10.72736815796052
0,72,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),92.0,6474.4,0,6,0,1,0,2.0790266801850095
0,51,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),85.5,4421.95,0,6,0,1,0,-1.203201898002007
0,59,DSL,No,Yes,No,No,No,Yes,Yes,Bank transfer (automatic),41.05,2452.7,1,2,0,1,1,-0.5204818562397264
0,10,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,85.6,813.85,1,1,0,0,1,4.223137686231368
1,61,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,82.15,4904.85,0,1,0,0,1,1.7439410829330626
0,54,Fiber optic,Yes,No,Yes,Yes,No,No,No,Electronic check,84.4,4484.05,0,3,1,0,0,1.3635747486157612
0,33,DSL,Yes,Yes,No,No,No,No,Yes,Mailed check,60.9,2033.85,0,2,1,0,1,-0.729950607557349
0,27,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),20.25,538.2,0,0,1,1,0,0.3174049109292234
1,1,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,79.2,79.2,1,1,1,0,1,0.07912087912086463
0,23,Fiber optic,No,Yes,No,No,Yes,Yes,No,Mailed check,95.3,2192.9,0,3,1,0,1,-0.03933307247511664
0,1,No,No,No,No,No,No,No,No,Mailed check,19.85,19.85,0,0,0,0,1,0.019830169830168387
0,45,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,84.35,3858.05,0,6,0,0,0,-1.3825392769049785
0,39,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),19.85,854.8,0,0,0,1,0,-2.0673867336734943
0,5,DSL,No,No,Yes,No,Yes,Yes,Yes,Mailed check,70.0,347.4,1,3,1,0,0,0.5338932213557399
0,72,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Bank transfer (automatic),82.3,5815.15,0,5,0,1,0,1.5351495118123495
0,58,DSL,No,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),66.8,3970.4,0,2,0,1,1,-1.6539921725487545
0,70,DSL,Yes,Yes,Yes,Yes,No,No,Yes,Bank transfer (automatic),44.6,3058.15,0,4,1,1,0,0.9127669604719983
0,61,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),98.45,6145.2,0,4,0,1,0,-2.289332142096029
0,2,Fiber optic,No,No,No,No,No,No,No,Mailed check,70.7,129.2,0,0,1,0,1,6.132283858070963
0,46,No,No,No,No,No,No,No,No,Mailed check,24.95,1165.9,0,0,0,0,0,-0.3951011934523194
0,1,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),49.95,49.95,1,0,1,1,1,0.0499000999000927
0,22,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.25,1554.0,1,0,0,0,1,-1.38315303849825
0,48,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),102.5,4904.25,0,5,1,1,0,0.33025353638466015
0,64,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Credit card (automatic),86.55,5632.55,0,5,1,1,0,-1.457218637208797
0,72,No,No,No,No,No,No,No,No,Bank transfer (automatic),24.3,1643.25,0,0,0,1,0,1.4774003138845302
0,12,DSL,No,No,Yes,No,Yes,No,Yes,Credit card (automatic),58.35,740.55,0,2,0,1,1,-3.357357720189981
1,34,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,94.25,3217.55,1,3,0,0,1,-0.381040263521669
0,72,DSL,Yes,Yes,Yes,No,No,Yes,No,Credit card (automatic),68.75,4888.2,0,4,0,1,0,0.8592762600519563
0,29,Fiber optic,No,Yes,Yes,No,No,No,Yes,Electronic check,85.8,2440.25,0,2,0,0,1,1.6563497810420387
0,33,No,No,No,No,No,No,No,No,Credit card (automatic),20.1,620.55,0,0,0,1,0,1.2960243628980948
0,1,No,No,No,No,No,No,No,No,Mailed check,20.35,20.35,0,0,1,0,1,0.02032967032966937
0,62,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,110.8,6840.95,0,5,0,0,0,0.4638763890905011
0,41,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,73.0,3001.2,1,3,0,0,0,-0.19821467769078538
0,64,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),100.05,6254.2,1,3,1,1,0,2.3296518804393713
0,4,Fiber optic,No,No,Yes,No,No,Yes,Yes,Credit card (automatic),82.85,319.6,0,2,1,1,1,2.9699700074981195
0,24,Fiber optic,Yes,No,No,Yes,No,No,Yes,Electronic check,84.35,1938.05,0,2,1,0,1,3.60128119661681
0,14,No,No,No,No,No,No,No,No,Mailed check,19.55,294.5,0,0,0,0,0,-1.484211842011284
0,3,No,No,No,No,No,No,No,No,Mailed check,19.95,58.3,0,0,0,0,1,0.5231422859046972
1,4,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),99.8,442.85,1,4,1,1,1,-10.884828792801798
0,18,DSL,No,No,No,No,No,Yes,Yes,Electronic check,35.0,553.0,1,1,0,0,1,4.279484473084832
0,8,DSL,No,No,No,No,Yes,Yes,Yes,Electronic check,66.25,546.45,0,2,1,0,1,-2.0477127859017656
0,35,No,No,No,No,No,No,No,No,Bank transfer (automatic),23.3,797.1,0,0,1,1,0,0.5263649610011143
0,1,Fiber optic,No,No,No,No,No,No,No,Electronic check,76.0,76.0,1,0,1,0,1,0.07592407592406403
0,66,No,No,No,No,No,No,No,Yes,Credit card (automatic),25.3,1673.8,0,0,0,1,0,-0.06022181482098432
0,8,DSL,Yes,No,No,Yes,No,Yes,Yes,Mailed check,44.55,343.45,0,3,0,0,0,1.6241157355330529
0,71,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),104.1,7412.25,0,4,0,1,0,-0.2964169518739226
0,43,Fiber optic,No,No,Yes,No,No,Yes,Yes,Bank transfer (automatic),92.55,4039.0,0,2,0,1,1,-1.3780481849259445
1,2,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,93.85,170.85,1,2,1,0,1,8.46769115442278
1,29,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),101.45,2948.6,0,4,1,1,1,-0.2223561256508333
0,15,Fiber optic,No,No,Yes,No,Yes,No,Yes,Electronic check,84.3,1308.4,1,2,0,0,1,-2.9208519432038003
0,65,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Credit card (automatic),94.55,6078.75,0,4,0,1,0,1.0322079660312937
0,35,Fiber optic,No,No,Yes,Yes,Yes,No,No,Electronic check,95.5,3418.2,0,3,1,0,1,-2.1600668552327136
0,64,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),100.3,6603.8,0,4,1,1,0,-2.882762769331734
0,58,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),55.5,3166.9,0,4,0,1,0,0.8992172548749124
1,18,DSL,No,Yes,No,No,No,No,Yes,Credit card (automatic),49.85,865.75,0,1,1,1,1,1.7554496972390439
0,67,Fiber optic,No,Yes,No,No,No,Yes,Yes,Bank transfer (automatic),89.55,6373.1,0,2,0,1,1,-5.5694758287189785
0,63,No,No,No,No,No,No,No,Yes,Mailed check,19.15,1177.05,0,0,0,0,0,0.4669632228059868
0,60,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,99.8,5985.75,0,3,0,0,1,0.03916268062198469
1,9,Fiber optic,No,No,No,No,No,Yes,Yes,Credit card (automatic),84.4,732.5,1,1,1,1,1,3.0201533162981917
0,70,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),113.05,7869.05,0,6,0,1,0,0.6366059056299207
0,15,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,101.1,1504.05,1,3,0,0,1,0.8366842210519252
0,48,No,No,No,No,No,No,No,No,Mailed check,19.95,936.7,0,0,0,0,0,0.4358232120164125
0,12,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,74.15,741.4,0,4,0,0,1,12.371814848762611
1,71,Fiber optic,Yes,Yes,Yes,Yes,No,No,Yes,Electronic check,92.0,6585.2,0,4,0,0,0,-0.7479894649371062
1,44,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,73.85,3122.4,0,1,1,0,1,2.8879764096270435
0,1,DSL,No,No,No,No,No,No,Yes,Electronic check,50.45,50.45,1,0,1,0,1,0.05039960039959368
0,45,No,No,No,No,No,No,No,No,Mailed check,24.45,1088.25,0,0,0,0,0,0.2672040621319489
0,23,No,No,No,No,No,No,No,No,Credit card (automatic),24.8,615.35,0,0,1,1,0,-1.9531846441459066
0,43,DSL,No,No,No,Yes,Yes,No,Yes,Bank transfer (automatic),64.85,2908.2,0,2,0,1,0,-2.780985325922657
0,35,No,No,No,No,No,No,No,No,Bank transfer (automatic),20.75,739.9,0,0,1,1,1,-0.38939601725665085
0,9,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Mailed check,68.95,593.85,0,4,0,0,1,2.9739973336295975
0,12,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Mailed check,99.95,1132.75,1,3,1,0,1,5.562032330639113
1,65,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit card (automatic),109.4,7227.45,0,5,0,1,1,-1.7898278488023038
0,2,Fiber optic,No,No,Yes,No,Yes,No,Yes,Electronic check,91.4,193.6,1,2,1,0,1,-5.35162418790604
0,27,DSL,No,No,No,No,No,No,No,Mailed check,49.0,1291.35,0,0,1,0,1,1.1739935557942331
0,40,DSL,No,No,Yes,No,No,No,Yes,Mailed check,50.25,2023.55,0,1,1,0,0,-0.3374853128671802
1,5,Fiber optic,No,No,Yes,No,No,No,Yes,Credit card (automatic),75.55,349.65,1,1,1,1,1,5.633983203359335
0,8,No,No,No,No,No,No,No,No,Credit card (automatic),19.9,153.95,0,0,0,1,0,0.6586551681039872
1,58,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),97.8,5458.8,0,3,0,1,0,3.6843813037706212
0,52,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Electronic check,100.3,5244.45,0,4,0,0,0,-0.5528682140728165
0,3,DSL,No,No,Yes,Yes,No,No,Yes,Mailed check,55.8,154.55,0,2,0,0,1,4.300499833388862
0,41,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Electronic check,111.15,4507.15,0,6,0,0,0,1.222193361137542
0,20,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Mailed check,98.55,2031.95,0,3,1,0,1,-3.042420378981049
0,1,DSL,No,No,No,No,No,No,Yes,Electronic check,50.05,50.05,0,0,0,0,1,0.04999999999999716
0,4,Fiber optic,No,No,No,Yes,No,No,No,Credit card (automatic),80.8,332.45,1,1,0,1,1,-2.2917270682329303
0,23,No,No,No,No,No,No,No,No,Electronic check,20.85,473.9,0,0,1,0,1,0.24654797617495205
1,6,No,No,No,No,No,No,No,No,Bank transfer (automatic),19.5,106.8,0,0,1,1,1,1.7029661723046168
0,8,No,No,No,No,No,No,No,Yes,Mailed check,19.35,152.6,0,0,0,0,1,0.27738407699037637
0,18,DSL,Yes,No,Yes,No,Yes,No,No,Mailed check,69.5,1199.4,0,3,1,0,1,2.8703683128715056
1,52,DSL,Yes,No,No,No,Yes,Yes,Yes,Credit card (automatic),48.8,2555.05,0,3,1,1,1,-0.33463202630719735
0,31,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,94.5,2979.2,0,3,1,0,1,-1.600125802393464
0,29,No,No,No,No,No,No,No,Yes,Mailed check,20.65,654.85,0,0,0,0,1,-1.9302558532464396
0,36,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card (automatic),106.05,3834.4,0,5,0,1,0,-0.45815255131803667
0,16,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,100.0,1534.75,1,3,0,0,1,4.084119742516094
0,42,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,108.3,4586.15,0,4,0,0,0,-0.8914478226708837
0,1,No,No,No,No,No,No,No,No,Electronic check,20.55,20.55,1,0,1,0,1,0.02052947052946763
0,60,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,99.65,5941.05,0,4,1,0,0,0.6341502641622583
0,5,Fiber optic,No,Yes,Yes,No,No,No,Yes,Electronic check,85.3,424.15,1,2,1,0,1,0.4869626074785174
0,22,Fiber optic,Yes,No,No,Yes,Yes,No,No,Credit card (automatic),95.9,2234.95,0,3,0,1,1,-5.6840189082314225
0,36,No,No,No,No,No,No,No,No,Mailed check,20.0,666.75,0,0,0,0,0,1.4796811199688875
0,4,Fiber optic,No,No,No,No,No,No,No,Electronic check,70.4,281.0,1,0,1,0,1,0.16755811047239888
0,9,DSL,Yes,No,No,Yes,No,Yes,No,Mailed check,64.95,547.8,0,3,1,0,1,4.090095544939459
0,1,Fiber optic,No,Yes,No,No,No,No,No,Credit card (automatic),74.6,74.6,0,1,0,1,1,0.07452547452547265
0,12,DSL,Yes,No,No,No,No,No,Yes,Electronic check,49.2,571.15,0,1,0,0,1,1.6081326556120317
0,23,DSL,No,No,No,Yes,Yes,Yes,Yes,Mailed check,73.75,1756.6,0,3,1,0,0,-2.6205925829311667
0,62,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Bank transfer (automatic),92.3,5731.45,0,3,1,1,0,-0.14125094756536782
0,37,Fiber optic,No,No,No,Yes,Yes,Yes,No,Bank transfer (automatic),98.8,3475.55,1,3,1,1,1,4.868754898516244
0,8,No,No,No,No,No,No,No,No,Mailed check,19.2,156.85,0,0,1,0,1,-0.40379952505936956
0,31,Fiber optic,No,No,Yes,No,Yes,No,No,Credit card (automatic),88.65,2683.2,0,2,0,1,1,2.097953291829313
0,13,Fiber optic,No,No,No,No,No,No,Yes,Credit card (automatic),74.4,896.75,1,0,0,1,1,5.4245365741096805
0,24,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,98.75,2407.3,1,3,1,0,1,-1.549987500520814
0,45,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Bank transfer (automatic),95.95,4456.65,0,3,0,1,1,-3.084465900757749
1,69,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Credit card (automatic),105.4,6998.95,0,4,0,1,0,3.9674120664918036
0,2,No,No,No,No,No,No,No,No,Mailed check,20.25,36.8,0,0,1,0,1,1.8591954022988517
